,Date,truckid,nbags,net_weight,origin,supplier,moisture,nut_count,outturn,defective,price,year,month,day,avg_wpb
481,2017-03-15,2344FP01,461,38015,66,85,16.23,181.0,48.04,,825.0,2017,3,15,82.46203904555314
482,2017-03-15,6091EH01,450,40682,52,90,15.0,172.0,48.92,,825.0,2017,3,15,90.40444444444445
483,2017-03-16,7717FP01,458,41378,19,6,15.0,184.0,48.04,,825.0,2017,3,16,90.34497816593887
484,2017-03-16,1073FL01,458,39958,17,131,12.2,183.0,49.36,,825.0,2017,3,16,87.24454148471615
485,2017-03-17,7798FJ01,536,40304,82,30,10.3,183.0,49.89,,850.0,2017,3,17,75.19402985074628
486,2017-03-17,2341FP01,493,36727,25,23,12.0,190.0,47.78,,825.0,2017,3,17,74.49695740365111
487,2017-03-17,4326GZ01,445,39015,66,85,9.1,173.0,47.34,,825.0,2017,3,17,87.67415730337079
488,2017-03-18,7819EL02,429,40767,14,37,13.4,183.0,48.48,,800.0,2017,3,18,95.02797202797203
489,2017-03-18,4865FH01,445,39907,43,2,11.7,165.0,49.01,,825.0,2017,3,18,89.67865168539326
490,2017-03-18,2027HH07,444,39856,17,131,14.7,182.0,49.36,,825.0,2017,3,18,89.76576576576576
491,2017-03-20,2341FP01,452,39524,43,2,13.6,172.0,48.84,,825.0,2017,3,20,87.4424778761062
492,2017-03-20,7019GR01,459,40601,66,85,13.1,182.0,49.36,,825.0,2017,3,20,88.45533769063181
493,2017-03-20,5490GZ01,407,38809,66,85,13.1,193.0,50.68,,825.0,2017,3,20,95.35380835380835
494,2017-03-20,3990EP01,440,37560,67,57,9.53,197.0,46.81,,825.0,2017,3,20,85.36363636363636
495,2017-03-20,4326GZ01,429,39579,86,23,12.0,182.0,48.84,,825.0,2017,3,20,92.25874125874125
496,2017-03-20,2666FG03,452,39684,0,11,12.2,183.0,49.19,,800.0,2017,3,20,87.79646017699115
497,2017-03-20,3510GY01,477,40599,86,106,12.0,177.0,47.25,,825.0,2017,3,20,85.11320754716981
498,2017-03-20,4822GP01,455,40825,60,71,7.7,181.0,46.11,,825.0,2017,3,20,89.72527472527473
499,2017-03-20,4865FH01,469,39943,43,2,10.0,170.0,48.48,,825.0,2017,3,20,85.16631130063966
500,2017-03-21,4271GY02,462,38122,82,6,11.3,182.0,48.04,,835.0,2017,3,21,82.51515151515152
501,2017-03-22,4865FH01,470,39674,17,131,12.5,177.0,47.6,,825.0,2017,3,22,84.41276595744681
502,2017-03-22,2344FP01,478,39738,17,131,10.1,174.0,48.57,,825.0,2017,3,22,83.13389121338912
503,2017-03-23,8853FL02,475,39217,19,11,12.0,175.0,49.28,,825.0,2017,3,23,82.56210526315789
504,2017-03-23,2342FP01,461,39911,86,23,14.0,177.0,47.52,,825.0,2017,3,23,86.57483731019522
505,2017-03-23,378fk01,415,37525,66,85,11.13,199.0,45.49,,825.0,2017,3,23,90.42168674698796
506,2017-03-24,5279EG01,468,38636,66,85,12.52,186.0,46.2,,825.0,2017,3,24,82.55555555555556
507,2017-03-24,6091EH01,455,39849,46,90,11.3,174.0,47.87,,825.0,2017,3,24,87.58021978021978
508,2017-03-24,8728EL02,495,42800,74,11,6.4,204.0,44.52,,810.0,2017,3,24,86.46464646464646
509,2017-03-25,7375CB01,473,40115,82,90,13.0,179.0,49.89,,825.0,2017,3,25,84.80972515856237
510,2017-03-25,4326GZ01,462,37774,66,85,12.1,202.0,49.19,,825.0,2017,3,25,81.76190476190476
511,2017-03-25,7694GH01,476,40588,60,71,10.0,183.0,45.67,,825.0,2017,3,25,85.26890756302521
512,2017-03-25,4865FH01,457,38303,67,85,12.8,189.0,45.4,,800.0,2017,3,25,83.81400437636762
513,2017-03-25,487GH01,460,37340,66,85,12.26,190.0,45.49,,800.0,2017,3,25,81.17391304347827
514,2017-03-25,2344FP01,506,41450,43,2,8.9,170.0,46.2,,825.0,2017,3,25,81.91699604743083
515,2017-03-25,2342FP01,473,40047,17,131,11.0,174.0,46.11,,825.0,2017,3,25,84.66596194503171
516,2017-03-27,974GE01,466,40786,83,5,13.0,193.0,48.04,,825.0,2017,3,27,87.52360515021459
517,2017-03-27,4308HA01,473,37587,66,85,12.3,194.0,48.13,,825.0,2017,3,27,79.46511627906976
518,2017-03-27,3711EL01,465,37695,66,85,12.8,184.0,47.52,,825.0,2017,3,27,81.06451612903226
519,2017-03-27,9621FL01,466,39774,86,23,12.3,181.0,46.28,,825.0,2017,3,27,85.3519313304721
520,2017-03-27,487GH01,524,37796,66,57,11.8,202.0,45.23,,815.0,2017,3,27,72.12977099236642
521,2017-03-27,8728EL02,450,39010,14,11,15.0,176.0,48.31,,815.0,2017,3,27,86.68888888888888
522,2017-07-28,8948HF01,458,39522,43,2,13.5,176.0,46.02,,825.0,2017,7,28,86.29257641921397
523,2017-03-28,764AZ01,201,17903,86,69,11.8,170.0,49.8,,810.0,2017,3,28,89.06965174129353
524,2017-03-28,5490GZ01,464,37436,66,85,13.63,183.0,48.92,,825.0,2017,3,28,80.68103448275862
525,2017-03-28,2305BC01,437,37103,66,85,13.43,200.0,47.87,,825.0,2017,3,28,84.90389016018307
526,2017-03-29,1073FL01,466,39698,43,2,16.4,166.0,46.64,,825.0,2017,3,29,85.18884120171674
527,2017-03-29,4329GZ01,462,40258,17,131,11.46,174.0,49.19,,825.0,2017,3,29,87.13852813852814
528,2017-03-30,7609FR03,533,40407,77,11,9.6,191.0,47.87,,835.0,2017,3,30,75.81050656660413
529,2017-03-30,7030EF01,490,40230,60,71,11.8,182.0,45.84,,800.0,2017,3,30,82.10204081632654
530,2017-03-30,2344FP01,462,39718,66,85,14.0,193.0,45.93,,800.0,2017,3,30,85.96969696969697
531,2017-03-31,4329GZ01,483,39469,43,2,12.3,168.0,45.49,,825.0,2017,3,31,81.71635610766046
532,2017-03-31,1073FL01,457,40023,17,131,13.1,178.0,47.96,,825.0,2017,3,31,87.57768052516411
533,2017-04-01,974EG01,461,40959,82,5,13.5,201.0,46.2,,825.0,2017,4,1,88.84815618221258
534,2017-04-01,4326GZ01,462,39146,86,23,17.0,180.0,47.34,,800.0,2017,4,1,84.73160173160173
535,2017-04-03,2666FG01,481,39847,87,11,13.1,181.0,48.04,,835.0,2017,4,3,82.84199584199584
536,2017-04-03,1073FL01,486,39857,17,131,12.8,180.0,49.1,,825.0,2017,4,3,82.01028806584362
537,2017-04-03,4329GZ01,474,39386,43,2,13.0,176.0,47.16,,825.0,2017,4,3,83.09282700421942
538,2017-04-03,4349EA01,468,39656,87,106,14.0,179.0,48.31,,840.0,2017,4,3,84.73504273504274
539,2017-04-03,1757GV02,436,38476,19,87,12.0,185.0,46.46,,840.0,2017,4,3,88.24770642201835
540,2017-04-03,487GH01,512,37808,66,57,12.8,191.0,47.34,,825.0,2017,4,3,73.84375
541,2017-04-03,5922AV02,442,37800,86,23,21.0,175.0,48.66,,800.0,2017,4,3,85.52036199095022
542,2017-04-04,8728EL02,410,34286,86,11,11.0,185.0,48.04,,835.0,2017,4,4,83.62439024390244
543,2017-04-04,4865FH01,479,41021,60,71,12.3,178.0,49.1,,825.0,2017,4,4,85.63883089770354
544,2017-04-05,3510GY01,503,40189,82,6,12.8,194.0,46.81,,835.0,2017,4,5,79.8986083499006
545,2017-04-05,2342FP01,472,40044,86,23,15.0,178.0,47.16,,815.0,2017,4,5,84.83898305084746
546,2017-04-06,4326GZ01,525,35864,25,25,17.0,200.0,40.21,,800.0,2017,4,6,68.31238095238095
547,2017-04-06,4149CP01,461,39307,66,85,14.0,173.0,48.22,,835.0,2017,4,6,85.2646420824295
548,2017-04-06,2344FP01,472,39628,17,131,10.0,182.0,49.36,,825.0,2017,4,6,83.95762711864407
549,2017-04-07,2342FP01,470,37930,43,2,13.5,171.0,46.81,,825.0,2017,4,7,80.70212765957447
550,2017-04-10,2325FP01,450,39690,66,85,14.0,179.0,49.1,,835.0,2017,4,10,88.2
551,2017-04-10,8853FL02,463,40305,74,11,10.8,196.0,49.28,,865.0,2017,4,10,87.05183585313175
552,2017-04-10,1522GN01,480,41440,60,71,13.8,173.0,47.08,,835.0,2017,4,10,86.33333333333333
553,2017-04-10,4071HC01,428,39876,86,69,19.0,170.0,47.6,,850.0,2017,4,10,93.16822429906541
554,2017-04-11,7375CB01,450,39638,46,90,14.7,180.0,49.01,,875.0,2017,4,11,88.08444444444444
555,2017-03-11,2342FP01,459,40117,66,85,12.7,175.0,47.43,,835.0,2017,3,11,87.40087145969498
556,2017-04-11,4326GZ01,465,39379,86,23,17.0,175.0,50.51,,835.0,2017,4,11,84.68602150537635
557,2017-04-11,6091EH01,477,39707,82,90,13.0,180.0,48.13,,875.0,2017,4,11,83.24318658280923
558,2017-04-12,6920FH01,469,40391,43,2,16.0,167.0,46.9,,840.0,2017,4,12,86.12153518123668
559,2017-04-13,1073FL01,465,39879,66,85,12.9,187.0,44.7,,835.0,2017,4,13,85.76129032258065
560,2017-04-13,2325FP01,470,39850,17,131,14.3,174.0,49.7,,835.0,2017,4,13,84.7872340425532
561,2017-04-13,3510GY01,477,38803,82,6,13.7,170.0,47.16,,875.0,2017,4,13,81.34800838574424
562,2017-04-13,8853FL02,479,39381,14,11,11.0,180.0,47.96,,875.0,2017,4,13,82.21503131524008
563,2017-04-13,4794HA01,467,39629,61,77,14.5,179.0,47.87,,885.0,2017,4,13,84.85867237687366
564,2017-04-13,4865FH01,451,39896,86,22,13.9,185.0,47.6,,850.0,2017,4,13,88.46119733924613
565,2017-04-14,4329GZ01,499,41141,60,71,14.7,180.0,47.0,,835.0,2017,4,14,82.44689378757515
566,2017-04-14,4326GZ01,560,36300,9,64,14.6,191.0,49.0,,865.0,2017,4,14,64.82142857142857
567,2017-04-14,6920FH01,467,41013,43,2,12.6,175.0,45.67,,850.0,2017,4,14,87.82226980728052
568,2017-04-14,2344FP01,492,39712,66,85,14.5,176.0,45.32,,850.0,2017,4,14,80.71544715447155
569,2017-04-15,4326GZ01,462,38978,86,23,14.5,178.0,46.46,,850.0,2017,4,15,84.36796536796537
570,2017-04-17,1073FL01,460,39000,66,85,18.26,188.0,44.7,,850.0,2017,4,17,84.78260869565217
571,2017-04-17,4329GZ01,455,39601,43,2,19.1,165.0,46.99,,850.0,2017,4,17,87.03516483516484
572,2017-04-17,2325FP01,434,37774,39,68,11.2,190.0,45.23,,850.0,2017,4,17,87.036866359447
573,2017-04-17,7819EL02,481,40579,15,37,12.86,185.0,46.99,,875.0,2017,4,17,84.36382536382537
574,2017-04-17,2666FG03,470,39950,14,12,13.1,189.0,47.16,,885.0,2017,4,17,85.0
575,2017-04-17,6920FH01,472,39620,87,23,15.56,183.0,46.2,,850.0,2017,4,17,83.94067796610169
576,2017-04-17,3990EP01,473,36507,66,57,13.8,182.0,47.08,,860.0,2017,4,17,77.18181818181819
577,2017-04-17,9012HJ04,465,39735,83,90,12.9,182.0,47.87,,885.0,2017,4,17,85.45161290322581
578,2017-07-18,3510GY01,489,40011,82,6,16.2,188.0,46.64,,885.0,2017,7,18,81.82208588957056
579,2017-04-18,4810GP01,490,40870,60,71,13.83,190.0,44.52,,850.0,2017,4,18,83.40816326530613
580,2017-04-19,4326EC01,475,39185,17,131,14.28,178.0,47.25,,875.0,2017,4,19,82.49473684210527
581,2017-04-19,4329GZ01,462,40138,66,85,16.43,179.0,44.0,,875.0,2017,4,19,86.87878787878788
582,2017-04-20,2325FP01,493,40207,66,85,17.0,183.0,44.96,,875.0,2017,4,20,81.55578093306288
583,2017-04-20,2342FP01,440,37924,43,3,15.5,170.0,45.49,,875.0,2017,4,20,86.19090909090909
584,2017-04-20,8853FL02,475,40369,77,11,11.2,201.0,46.9,,890.0,2017,4,20,84.98736842105264
585,2017-04-20,2659GP01,273,23531,87,69,14.2,183.0,46.81,,885.0,2017,4,20,86.1941391941392
586,2017-04-21,5824HA01,359,31441,9,64,16.0,205.0,49.1,,890.0,2017,4,21,87.57938718662953
587,2017-04-21,7460EF01,433,35395,66,85,14.5,202.0,41.62,,875.0,2017,4,21,81.74364896073904
588,2017-04-21,1073FL01,490,40710,60,71,13.8,186.0,41.88,,875.0,2017,4,21,83.08163265306122
589,2017-04-21,2341FP01,197,16907,43,2,15.2,167.0,41.8,,875.0,2017,4,21,85.82233502538071
590,2017-04-21,2666FG01,468,40836,87,12,15.4,183.0,46.81,,890.0,2017,4,21,87.25641025641026
591,2017-04-21,2344FP01,489,39471,66,85,16.4,194.0,46.72,,875.0,2017,4,21,80.71779141104294
592,2017-04-22,4271GY02,467,37953,87,6,14.2,183.0,46.55,,900.0,2017,4,22,81.26980728051392
593,2017-04-24,6920FH01,454,39486,86,22,16.3,183.0,46.55,,875.0,2017,4,24,86.97356828193833
594,2017-04-24,2341FP01,466,39314,17,131,14.2,182.0,47.87,,885.0,2017,4,24,84.36480686695279
595,2017-04-24,4329GZ01,445,38715,66,85,15.4,190.0,45.32,,875.0,2017,4,24,87.0
596,2017-04-24,4326GZ01,490,41050,60,71,14.0,200.0,48.4,,885.0,2017,4,24,83.77551020408163
597,2017-04-24,2344FP01,503,39457,66,85,13.2,171.0,40.4,,885.0,2017,4,24,78.44333996023857
598,2017-04-25,4271GY02,495,40085,82,6,14.2,184.0,46.55,,890.0,2017,4,25,80.97979797979798
599,2017-04-25,1073FL01,484,40936,60,71,15.2,174.0,43.82,,875.0,2017,4,25,84.57851239669421
600,2017-04-26,5824HA01,411,35929,9,64,13.2,201.0,46.11,,910.0,2017,4,26,87.41849148418491
601,2017-04-27,6425EG01,473,37767,66,85,13.7,180.0,45.23,,900.0,2017,4,27,79.84566596194503
602,2017-04-27,4329GZ01,463,39817,66,85,14.3,192.0,45.49,,900.0,2017,4,27,85.99784017278618
603,2017-04-27,2344FP01,495,39835,66,85,16.0,192.0,46.81,,900.0,2017,4,27,80.47474747474747
604,2017-04-28,8082GT01,377,34319,9,76,13.1,185.0,47.6,,910.0,2017,4,28,91.03183023872678
605,2017-04-28,2341FP01,445,38075,43,2,9.6,204.0,46.2,,910.0,2017,4,28,85.56179775280899
606,2017-04-28,6920FH01,451,39429,86,24,13.4,188.0,44.88,,910.0,2017,4,28,87.42572062084257
607,2017-05-02,4865FH01,459,39641,17,131,16.13,180.0,47.08,,925.0,2017,5,2,86.36383442265796
608,2017-05-02,1073FL01,469,38947,39,68,9.23,188.0,43.29,,925.0,2017,5,2,83.04264392324095
609,2017-05-02,2341FP01,443,38101,66,85,15.66,180.0,45.84,,925.0,2017,5,2,86.00677200902935
610,2017-05-02,1740HH01,490,38350,68,85,16.26,196.0,45.23,,925.0,2017,5,2,78.26530612244898
611,2017-05-02,8728EL02,490,41118,14,13,13.6,199.0,45.84,,930.0,2017,5,2,83.91428571428571
612,2017-05-02,6091EH01,485,39555,82,90,13.06,187.0,46.64,,930.0,2017,5,2,81.55670103092784
613,2017-05-02,5824HA01,429,37627,9,64,16.0,199.0,46.9,,930.0,2017,5,2,87.70862470862471
614,2017-05-02,8853FL02,438,35710,19,11,13.5,185.0,46.46,,930.0,2017,5,2,81.5296803652968
615,2017-05-03,963HK01,443,35493,82,6,12.23,185.0,45.93,,930.0,2017,5,3,80.1196388261851
616,2017-05-03,4136AZ02,482,40558,61,67,14.53,172.0,45.14,,925.0,2017,5,3,84.14522821576763
617,2017-05-04,6920FH01,427,36053,87,24,21.0,186.0,41.62,,925.0,2017,5,4,84.43325526932084
618,2017-05-05,4865FH01,487,40213,60,67,16.9,177.0,44.7,,950.0,2017,5,5,82.5728952772074
619,2017-05-05,2341FP01,467,38553,66,85,18.96,184.0,41.09,,950.0,2017,5,5,82.55460385438973
620,2017-05-05,4329GZ01,454,38550,43,2,18.03,170.0,46.02,,950.0,2017,5,5,84.91189427312776
621,2017-05-08,5543CK01,234,20398,87,69,13.5,177.0,45.93,,950.0,2017,5,8,87.17094017094017
622,2017-05-08,5824 HA01,408,36752,9,64,13.93,192.0,46.55,,950.0,2017,5,8,90.07843137254902
623,2017-05-08,1009GS01,464,39652,39,68,14.5,196.0,41.0,,950.0,2017,5,8,85.45689655172414
624,2017-05-08,1740HH01,474,41250,60,67,13.6,183.0,41.44,,950.0,2017,5,8,87.0253164556962
625,2017-05-08,4326EC01,445,39335,66,85,15.6,179.0,43.82,,950.0,2017,5,8,88.3932584269663
626,2017-05-08,2025HH07,432,36308,17,131,12.8,181.0,46.99,,950.0,2017,5,8,84.04629629629629
627,2017-05-08,3510GY01,546,41594,82,6,13.2,183.0,44.0,,950.0,2017,5,8,76.17948717948718
628,2017-05-08,2341FP01,461,39991,66,85,14.6,184.0,38.63,,950.0,2017,5,8,86.74837310195228
629,2017-05-08,6920FH01,441,38259,87,24,16.1,189.0,43.56,,950.0,2017,5,8,86.75510204081633
630,2017-05-09,5116HF01,504,37216,66,57,15.2,189.0,44.61,,950.0,2017,5,9,73.84126984126983
631,2017-05-10,2325FP01,467,38653,60,67,15.6,176.0,43.03,,950.0,2017,5,10,82.76873661670236
632,2017-05-10,4329GZ01,471,39269,66,85,14.8,180.0,42.68,,950.0,2017,5,10,83.37367303609342
633,2017-05-10,1740HH01,460,40016,43,2,12.1,165.0,45.49,,950.0,2017,5,10,86.99130434782609
634,2017-05-10,2666FG03,468,40572,74,12,11.2,193.0,46.81,,950.0,2017,5,10,86.6923076923077
635,2017-05-10,7819EL02,460,36800,14,37,14.1,185.0,45.58,,950.0,2017,5,10,80.0
636,2017-05-11,6920FH01,455,39697,87,24,16.1,174.0,44.52,,950.0,2017,5,11,87.24615384615385
637,2017-05-11,1073GS01,462,39082,65,85,18.8,187.0,42.41,,950.0,2017,5,11,84.5930735930736
638,2017-05-12,2341FP01,461,39619,17,131,17.0,185.0,45.58,,950.0,2017,5,12,85.941431670282
639,2017-05-12,4326EC01,439,37385,39,68,19.3,173.0,40.12,,950.0,2017,5,12,85.15945330296128
640,2017-05-12,4329GZ01,444,39096,66,85,16.7,175.0,37.75,,950.0,2017,5,12,88.05405405405405
641,2017-05-16,6920FH01,469,39403,87,24,9.03,185.0,38.8,,950.0,2017,5,16,84.01492537313433
642,2017-05-16,1740HH01,464,39704,43,2,11.0,165.0,43.73,,950.0,2017,5,16,85.56896551724138
643,2017-05-16,5824HA01,428,38192,9,64,11.5,183.0,46.46,,950.0,2017,5,16,89.23364485981308
644,2017-05-16,2344FP01,470,40998,66,85,19.5,190.0,41.09,,950.0,2017,5,16,87.22978723404255
645,2017-05-16,2025HH07,399,34313,60,67,17.5,181.0,46.99,,950.0,2017,5,16,85.99749373433583
646,2017-05-16,2325FP01,460,39620,43,2,10.5,182.0,46.37,,950.0,2017,5,16,86.1304347826087
647,2017-05-17,1073FL01,480,40860,66,85,18.93,194.0,42.76,,950.0,2017,5,17,85.125
648,2017-05-18,2023HH07,463,38773,39,68,19.3,184.0,41.8,,950.0,2017,5,18,83.74298056155507
649,2017-05-18,1735HH07,466,41394,43,2,11.46,185.0,46.11,,950.0,2017,5,18,88.8283261802575
650,2017-05-19,6091EH01,486,40134,82,90,13.1,183.0,45.23,,950.0,2017,5,19,82.58024691358025
651,2017-05-19,1073FL01,440,39664,17,131,10.84,168.0,47.08,,950.0,2017,5,19,90.14545454545454
652,2017-05-19,6920FH01,486,41254,86,24,9.56,189.0,37.04,,950.0,2017,5,19,84.88477366255144
653,2017-05-19,2025HH07,420,35660,43,2,18.73,165.0,46.37,,950.0,2017,5,19,84.9047619047619
654,2017-05-20,2325FP01,412,39924,17,131,17.8,180.0,45.23,,950.0,2017,5,20,96.90291262135922
655,2017-05-20,1740HH07,480,41820,43,2,14.2,162.0,45.32,,950.0,2017,5,20,87.125
656,2017-05-20,4329GZ01,443,39317,60,67,12.6,175.0,45.14,,950.0,2017,5,20,88.75169300225734
657,2017-05-20,4349EA01,507,39921,82,6,16.9,188.0,42.5,,900.0,2017,5,20,78.7396449704142
658,2017-05-20,5824HA01,465,39675,86,24,11.4,185.0,40.12,,950.0,2017,5,20,85.3225806451613
659,2017-05-20,5824HA01,418,36782,9,64,13.13,176.0,46.46,,950.0,2017,5,20,87.99521531100478
660,2017-05-22,5116HF01,487,36713,66,57,16.0,187.0,41.8,,950.0,2017,5,22,75.38603696098562
661,2017-05-22,6920FH01,479,39141,87,23,17.4,183.0,41.62,,950.0,2017,5,22,81.71398747390397
662,2017-05-22,1073FL01,470,41070,17,131,19.03,166.0,46.9,,950.0,2017,5,22,87.38297872340425
663,2017-05-23,1735HH07,503,39537,66,85,16.3,183.0,38.63,,950.0,2017,5,23,78.6023856858847
664,2017-05-23,4810GP01,526,39714,66,85,15.3,182.0,41.0,,950.0,2017,5,23,75.50190114068441
665,2017-05-23,8853FL02,457,38483,19,11,12.0,180.0,46.4,,900.0,2017,5,23,84.20787746170679
666,2017-05-27,1735HH07,460,35240,66,85,16.83,194.0,36.78,,950.0,2017,5,27,76.6086956521739
667,2017-05-27,2344FP01,480,39340,66,85,16.23,182.0,41.88,,950.0,2017,5,27,81.95833333333333
668,2017-05-27,4165HG01,141,12071,43,2,18.56,165.0,41.0,,850.0,2017,5,27,85.60992907801419
669,2017-05-29,1074FL01,442,37878,43,2,17.3,170.0,46.2,,850.0,2017,5,29,85.69683257918552
670,2017-05-30,2027HH07,335,29157,59,67,14.3,170.0,45.67,,950.0,2017,5,30,87.03582089552239
